,#AUTHID,STATUS,sEXT,sNEU,sAGR,sCON,sOPN,cEXT,cNEU,cAGR,cCON,cOPN,DATE,NETWORKSIZE,BETWEENNESS,NBETWEENNESS,DENSITY,BROKERAGE,NBROKERAGE,TRANSITIVITY
1464,3d7847b1c33b5f5811208b4aa1a7ffbd,snow snow love it so xd but getting to class is gonna be interesting,3.15,3.6,3.4,2.2,4.25,0,1,0,0,1,01/28/10 01:50 PM,255.0,30917.9,96.22,0.03,31439.0,0.49,0.19
1465,3d7847b1c33b5f5811208b4aa1a7ffbd,if at first you dont succeed find out if the loser gets anything propname,3.15,3.6,3.4,2.2,4.25,0,1,0,0,1,09/09/09 01:27 PM,255.0,30917.9,96.22,0.03,31439.0,0.49,0.19
1466,3d7847b1c33b5f5811208b4aa1a7ffbd,its so cold outside hot cocoa anyone,3.15,3.6,3.4,2.2,4.25,0,1,0,0,1,02/01/10 03:21 AM,255.0,30917.9,96.22,0.03,31439.0,0.49,0.19
1467,3d7847b1c33b5f5811208b4aa1a7ffbd,rofl how im using physics regents table to do college physics hw oh the irony,3.15,3.6,3.4,2.2,4.25,0,1,0,0,1,09/17/09 04:19 PM,255.0,30917.9,96.22,0.03,31439.0,0.49,0.19
1468,3d7847b1c33b5f5811208b4aa1a7ffbd,so tiredit might snow tonight,3.15,3.6,3.4,2.2,4.25,0,1,0,0,1,02/02/10 09:14 PM,255.0,30917.9,96.22,0.03,31439.0,0.49,0.19
1469,3d7847b1c33b5f5811208b4aa1a7ffbd,had great time with friends met some new peoples and experienced one hell of night,3.15,3.6,3.4,2.2,4.25,0,1,0,0,1,01/29/10 08:37 AM,255.0,30917.9,96.22,0.03,31439.0,0.49,0.19
1470,3d7847b1c33b5f5811208b4aa1a7ffbd,randomness reigns supreme,3.15,3.6,3.4,2.2,4.25,0,1,0,0,1,02/06/10 05:02 AM,255.0,30917.9,96.22,0.03,31439.0,0.49,0.19
1471,3d7847b1c33b5f5811208b4aa1a7ffbd,the snow the snow ahh the snow oh if only if were few years younger would spend the day with cups of hot chocolate and pummel my baby brother into the snow,3.15,3.6,3.4,2.2,4.25,0,1,0,0,1,02/10/10 04:37 PM,255.0,30917.9,96.22,0.03,31439.0,0.49,0.19
1472,3d7847b1c33b5f5811208b4aa1a7ffbd,lovin neighbors know my name propname and lovin the thumpin of my heart and feet pounding on the dance floor been too long baby,3.15,3.6,3.4,2.2,4.25,0,1,0,0,1,02/12/10 06:21 AM,255.0,30917.9,96.22,0.03,31439.0,0.49,0.19
1473,3d7847b1c33b5f5811208b4aa1a7ffbd,schools closed biatch,3.15,3.6,3.4,2.2,4.25,0,1,0,0,1,02/10/10 05:47 PM,255.0,30917.9,96.22,0.03,31439.0,0.49,0.19
1474,83aeafc166238ebf5aaa2530e6205341,opus no years in the making im so happy to finally be able to play these arpeggios up to speed without feeling like my arm will fall off after the first phrase,2.45,3.15,3.05,4.1,4.55,0,1,0,1,1,08/24/09 12:05 AM,130.0,7666.67,92.86,0.05,7938.0,0.48,0.22
1475,83aeafc166238ebf5aaa2530e6205341,is done first real summer break in years,2.45,3.15,3.05,4.1,4.55,0,1,0,1,1,07/17/09 05:14 PM,130.0,7666.67,92.86,0.05,7938.0,0.48,0.22
1476,83aeafc166238ebf5aaa2530e6205341,detox water fast,2.45,3.15,3.05,4.1,4.55,0,1,0,1,1,06/27/09 10:51 AM,130.0,7666.67,92.86,0.05,7938.0,0.48,0.22
1477,83aeafc166238ebf5aaa2530e6205341,on vacation weeks to learn statistics haha,2.45,3.15,3.05,4.1,4.55,0,1,0,1,1,07/02/09 06:51 PM,130.0,7666.67,92.86,0.05,7938.0,0.48,0.22
1478,83aeafc166238ebf5aaa2530e6205341,watched whole bunch of queer movies on youtube love it,2.45,3.15,3.05,4.1,4.55,0,1,0,1,1,07/27/09 06:36 PM,130.0,7666.67,92.86,0.05,7938.0,0.48,0.22
1479,83aeafc166238ebf5aaa2530e6205341,really miss driers trader joes and whole foods,2.45,3.15,3.05,4.1,4.55,0,1,0,1,1,06/28/09 10:10 PM,130.0,7666.67,92.86,0.05,7938.0,0.48,0.22
1480,83aeafc166238ebf5aaa2530e6205341,day trip planning bought very nice travel guide,2.45,3.15,3.05,4.1,4.55,0,1,0,1,1,07/24/09 02:06 PM,130.0,7666.67,92.86,0.05,7938.0,0.48,0.22
1481,83aeafc166238ebf5aaa2530e6205341,back to the polonaise fantasie pages done at this miserable rate the piece will be ready in decade,2.45,3.15,3.05,4.1,4.55,0,1,0,1,1,07/25/09 06:16 PM,130.0,7666.67,92.86,0.05,7938.0,0.48,0.22
1482,83aeafc166238ebf5aaa2530e6205341,to frisco for day,2.45,3.15,3.05,4.1,4.55,0,1,0,1,1,08/30/09 03:17 AM,130.0,7666.67,92.86,0.05,7938.0,0.48,0.22
1483,83aeafc166238ebf5aaa2530e6205341,marinating pound of bulgogi we would need grill but it is pretty good anyway want to try some,2.45,3.15,3.05,4.1,4.55,0,1,0,1,1,09/17/09 08:46 PM,130.0,7666.67,92.86,0.05,7938.0,0.48,0.22
1484,83aeafc166238ebf5aaa2530e6205341,dying for first vietnamese food in years could dream of pho tonight,2.45,3.15,3.05,4.1,4.55,0,1,0,1,1,08/12/09 09:43 PM,130.0,7666.67,92.86,0.05,7938.0,0.48,0.22
1485,83aeafc166238ebf5aaa2530e6205341,bye bye san jose,2.45,3.15,3.05,4.1,4.55,0,1,0,1,1,09/03/09 03:05 AM,130.0,7666.67,92.86,0.05,7938.0,0.48,0.22
1486,83aeafc166238ebf5aaa2530e6205341,sad to leave san jose,2.45,3.15,3.05,4.1,4.55,0,1,0,1,1,09/02/09 05:40 AM,130.0,7666.67,92.86,0.05,7938.0,0.48,0.22
1487,83aeafc166238ebf5aaa2530e6205341,hooked on pbs,2.45,3.15,3.05,4.1,4.55,0,1,0,1,1,10/07/09 06:41 PM,130.0,7666.67,92.86,0.05,7938.0,0.48,0.22
1488,83aeafc166238ebf5aaa2530e6205341,really like pbss the ascent of money,2.45,3.15,3.05,4.1,4.55,0,1,0,1,1,10/06/09 05:34 PM,130.0,7666.67,92.86,0.05,7938.0,0.48,0.22
1489,83aeafc166238ebf5aaa2530e6205341,first day phd applications forgot how challenging this is,2.45,3.15,3.05,4.1,4.55,0,1,0,1,1,09/19/09 05:57 PM,130.0,7666.67,92.86,0.05,7938.0,0.48,0.22
1490,83aeafc166238ebf5aaa2530e6205341,gre sorrows,2.45,3.15,3.05,4.1,4.55,0,1,0,1,1,11/07/09 07:10 PM,130.0,7666.67,92.86,0.05,7938.0,0.48,0.22
1491,83aeafc166238ebf5aaa2530e6205341,new woody allen is genius,2.45,3.15,3.05,4.1,4.55,0,1,0,1,1,12/03/09 09:24 PM,130.0,7666.67,92.86,0.05,7938.0,0.48,0.22
1492,83aeafc166238ebf5aaa2530e6205341,when your thesis is on saddlepoint model selection and matlab cant find any saddle points youre in deep,2.45,3.15,3.05,4.1,4.55,0,1,0,1,1,12/08/09 01:50 PM,130.0,7666.67,92.86,0.05,7938.0,0.48,0.22
1493,83aeafc166238ebf5aaa2530e6205341,high on scarlatti and chopin,2.45,3.15,3.05,4.1,4.55,0,1,0,1,1,10/29/09 09:49 PM,130.0,7666.67,92.86,0.05,7938.0,0.48,0.22
1494,83aeafc166238ebf5aaa2530e6205341,done with apps,2.45,3.15,3.05,4.1,4.55,0,1,0,1,1,12/01/09 12:33 PM,130.0,7666.67,92.86,0.05,7938.0,0.48,0.22
1495,83aeafc166238ebf5aaa2530e6205341,bulgogi turned out tasty after all congrats to all those with working ovens who roasted beautiful bird its fun hearing your success stories merry christmas,2.45,3.15,3.05,4.1,4.55,0,1,0,1,1,12/25/09 06:06 PM,130.0,7666.67,92.86,0.05,7938.0,0.48,0.22
1496,83aeafc166238ebf5aaa2530e6205341,german bureaucracy annoying as all hell even from this side of the atlantic,2.45,3.15,3.05,4.1,4.55,0,1,0,1,1,08/27/09 06:31 AM,130.0,7666.67,92.86,0.05,7938.0,0.48,0.22
1497,83aeafc166238ebf5aaa2530e6205341,saw propname wtc cant wait for the partitas in march,2.45,3.15,3.05,4.1,4.55,0,1,0,1,1,01/19/10 10:33 PM,130.0,7666.67,92.86,0.05,7938.0,0.48,0.22
1498,83aeafc166238ebf5aaa2530e6205341,looking forward to beethoven major concerto tonight,2.45,3.15,3.05,4.1,4.55,0,1,0,1,1,02/18/10 02:51 AM,130.0,7666.67,92.86,0.05,7938.0,0.48,0.22
1499,2ea1efd66ffc011621a4a74e06005e23,we never forget the truth we only get better at lying to ourselves,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,07/13/09 05:19 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1500,2ea1efd66ffc011621a4a74e06005e23,is going into morphineinduced slumber,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,06/23/09 12:28 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1501,2ea1efd66ffc011621a4a74e06005e23,is bargin it up north,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,06/15/09 07:45 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1502,2ea1efd66ffc011621a4a74e06005e23,broke her forearm dislocated and sheared her elbow fractured ribs and lacerated her spleen jumping off ledge into the san lorenzo river on friday shell be on the floor in dominican hospital rm until tuesday if anyone wants to keep her com,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,06/20/09 09:51 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1503,2ea1efd66ffc011621a4a74e06005e23,is so excited to finally get out of the hospital tomorrow,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,06/23/09 05:51 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1504,2ea1efd66ffc011621a4a74e06005e23,finally has some legit painkillers hopefully my metal arm stops hurting soon for now think im gonna watch the entire series of entourage since still have two days of bed rest propname can help me back to health anyday,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,06/27/09 12:25 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1505,2ea1efd66ffc011621a4a74e06005e23,so dont have to keep typing this evrytime asks slipped during cliff jump didnt clear the rocks below sheared the ball joint in my left elbow dislocated it compound fracture compound fracture in my forearm fractured ribs and lacerated,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,06/27/09 06:13 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1506,2ea1efd66ffc011621a4a74e06005e23,is getting much better,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,07/09/09 06:38 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1507,2ea1efd66ffc011621a4a74e06005e23,has new perspective its crazy how close came to dying on friday im very happy to be out of the hospital and at my parents house again come visit me im on bed rest till sunday and then only low activity for the next months,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,06/25/09 06:10 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1508,2ea1efd66ffc011621a4a74e06005e23,woke up in lot of pain and then hit the morphine button like times pains not totally gone but at least its subsided little,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,06/21/09 03:08 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1509,2ea1efd66ffc011621a4a74e06005e23,is bored in santa cruz,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,06/18/09 01:40 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1510,2ea1efd66ffc011621a4a74e06005e23,spleen is healing nicely but she still cant feel her fingertips on her left hand she also wishes the nurses assistants werent so incompetent one helped me to the toilet this morning then left and never came back to help me back into bed which,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,06/22/09 04:25 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1511,2ea1efd66ffc011621a4a74e06005e23,just got the most amazing rainbow tutu and leggings,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,07/11/09 02:26 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1512,2ea1efd66ffc011621a4a74e06005e23,is so sick of this hospital and not being able to do things on her own,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,06/23/09 04:25 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1513,2ea1efd66ffc011621a4a74e06005e23,now takes the storke exit into iv instead of the los carneros exit weird,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,07/16/09 11:35 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1514,2ea1efd66ffc011621a4a74e06005e23,is in isla vista without phone,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,07/17/09 06:36 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1515,2ea1efd66ffc011621a4a74e06005e23,is gettin ready for reggae,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,07/29/09 08:22 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1516,2ea1efd66ffc011621a4a74e06005e23,mmm strawberry rhubarb cobbler mmmm,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,06/19/09 06:28 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1517,2ea1efd66ffc011621a4a74e06005e23,the heart is wilderness with beauty and emptiness that you endure cause you never can be sure,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,08/10/09 03:58 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1518,2ea1efd66ffc011621a4a74e06005e23,commercial narrator were all searching for it most of us dont even know what were looking for but we all feel it that unexplainable emptiness that can only be filled by one thing then they pan to the stars and the answer appears scientology ri,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,08/05/09 01:33 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1519,2ea1efd66ffc011621a4a74e06005e23,that is problem that is not trusting the nowness properly that what is the actual experience now possesses lot of powerful things it is so powerful that we cant face it therefore we have to borrow from the past and invite the future all the time maybe thats why we seek religion maybe thats why we march in the street maybe thats why we complain to society maybe thats why we vote for the presidents,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,08/11/09 08:05 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1520,2ea1efd66ffc011621a4a74e06005e23,cant sleep because the dog keeps barking at something in the yard and its kinda freakin me out,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,08/12/09 09:14 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1521,2ea1efd66ffc011621a4a74e06005e23,rediscovered an old journal and some old poetry of hers and is spending the day pondering who she is and who her real friends are bed rest has given me lot of time to think lol,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,06/29/09 06:29 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1522,2ea1efd66ffc011621a4a74e06005e23,find it interesting that cannot reply to comments on propnames page without entering my phone number neighbor of mine received threatening calls from conservative group after voicing her opinion at rally how they got her number do not know but wonder if the same would have happened to me if entered my number scary stuff,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,08/10/09 11:07 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1523,2ea1efd66ffc011621a4a74e06005e23,we have to continually be jumping off cliffs and developing our wings on the way down propname,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,08/18/09 07:51 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1524,2ea1efd66ffc011621a4a74e06005e23,which mustache,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,08/17/09 04:44 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1525,2ea1efd66ffc011621a4a74e06005e23,is missing isla vista hardcore tonight need an adventure,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,08/30/09 02:45 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1526,2ea1efd66ffc011621a4a74e06005e23,is getting everything to work out despite the drastic change in plans,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,07/01/09 08:27 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1527,2ea1efd66ffc011621a4a74e06005e23,is going to the city tonight even though shes broken ooo and my cousin drew pretty pink cupcake on my cast,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,07/12/09 12:44 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1528,2ea1efd66ffc011621a4a74e06005e23,got burned by steak grease and has blisters on her leg im just tryin to ignore it but think the chef owes me serious sesh cough propname coughcough hahaha,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,09/09/09 06:20 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1529,2ea1efd66ffc011621a4a74e06005e23,think were walking step in step but you dont speak your mind think see it in your eyes but maybe its just reflection of mine,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,09/10/09 07:37 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1530,2ea1efd66ffc011621a4a74e06005e23,is packing up old baggage mailing it away to timbuktu and starting new day,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,09/15/09 09:14 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1531,2ea1efd66ffc011621a4a74e06005e23,see when you forgive your imperfections and youve auctioned all your clothes and you look to see your true reflection you will be the one who loves you the most propname the one who loves you the most,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,08/25/09 07:58 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1532,2ea1efd66ffc011621a4a74e06005e23,is getting on her longboard for the first time in months now its time to go around isla vista collecting flowers for my new apartment,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,09/18/09 07:20 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1533,2ea1efd66ffc011621a4a74e06005e23,is stoked for west beach today too bad its not sunnier didnt someone tell santa barbara its still summer,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,09/19/09 05:29 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1534,2ea1efd66ffc011621a4a74e06005e23,both of the towns live in have been on fire an lot recently,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,08/14/09 11:00 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1535,2ea1efd66ffc011621a4a74e06005e23,is regaining her colors and fitting into her skin again,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,10/12/09 09:04 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1536,2ea1efd66ffc011621a4a74e06005e23,is repairing her very broken math skills one equation at time,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,10/07/09 12:01 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1537,2ea1efd66ffc011621a4a74e06005e23,all we have is hope and love so dont you worry child so dont you worry bout thing in the night for those can lift us up so we can rise so we can rise above the madness propname,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,10/05/09 11:27 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1538,2ea1efd66ffc011621a4a74e06005e23,is headin downtown for some live music on this lovely sunday afternoon,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,09/27/09 09:41 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1539,2ea1efd66ffc011621a4a74e06005e23,is so stoked to see propname propname and propname at the hollywood bowl with her lady tonight,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,10/10/09 09:55 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1540,2ea1efd66ffc011621a4a74e06005e23,is preparing for five days of awesomeness hurray for,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,10/21/09 05:54 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1541,2ea1efd66ffc011621a4a74e06005e23,is cuddleing with propname the cutest puppy ever,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,09/22/09 05:58 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1542,2ea1efd66ffc011621a4a74e06005e23,is living on cloud nine aka in the montecito hills the house moved into is insanely beautiful and best of all its free,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,10/26/09 11:50 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1543,2ea1efd66ffc011621a4a74e06005e23,has long day in the field tomorrow and then is escaping isla vista for the weekend,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,10/02/09 04:37 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1544,2ea1efd66ffc011621a4a74e06005e23,loves her field fridays and beer hour thanks propname for being such great beer czar,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,09/26/09 02:49 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1545,2ea1efd66ffc011621a4a74e06005e23,is spending her day off watching dexter instead of being productive like she should be,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,11/17/09 10:28 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1546,2ea1efd66ffc011621a4a74e06005e23,is thankful for her quite patio to watch the meteor shower from tonight anyone want to join me,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,11/17/09 10:29 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1547,2ea1efd66ffc011621a4a74e06005e23,all we have is hope and love so dont you worry child so dont you worry bout thing in the night for those can life us up so we can rise so we can rise above the madness propname,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,10/05/09 11:12 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1548,2ea1efd66ffc011621a4a74e06005e23,is anyone home in this ghost town,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,11/28/09 02:55 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1549,2ea1efd66ffc011621a4a74e06005e23,is about to go for thankgiving hike with her family,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,11/26/09 09:24 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1550,2ea1efd66ffc011621a4a74e06005e23,is thankful for warm fire good wine and her ladies,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,11/14/09 06:11 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1551,2ea1efd66ffc011621a4a74e06005e23,downtown or international party hmmm decisions decisions one things for sure no more studying for tonight,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,12/04/09 02:58 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1552,2ea1efd66ffc011621a4a74e06005e23,cant believe shes leaving the lodge in the morning after two years its the end of an era propname love you forever,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,06/15/09 08:06 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1553,2ea1efd66ffc011621a4a74e06005e23,how can be expected to work when there is so much fun puddle jumping to be done,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,12/07/09 09:21 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1554,2ea1efd66ffc011621a4a74e06005e23,simple smile can change day an understanding look can say know exactly how you feel but we have learned to build our walls so very strong and very tall for fear of what the world might steal,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,10/12/09 11:22 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1555,2ea1efd66ffc011621a4a74e06005e23,had really stressful day at work but got tip thank you microsoft,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,11/03/09 05:08 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1556,2ea1efd66ffc011621a4a74e06005e23,just finished her last quarter at ucsb crazy,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,12/10/09 11:35 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1557,2ea1efd66ffc011621a4a74e06005e23,is very happy with her grades and even happier that she didnt spend more time than needed on school this quarter,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,06/16/09 07:58 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1558,2ea1efd66ffc011621a4a74e06005e23,come with me come with me well travel to infinity,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,12/07/09 06:33 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1559,2ea1efd66ffc011621a4a74e06005e23,folk and tribal arts festival at the museum of natural history gonna go find some gifts and watch some bellydancing,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,12/05/09 10:25 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1560,2ea1efd66ffc011621a4a74e06005e23,is exhausted but so ready to see her ladies tomorrow,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,11/13/09 06:43 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1561,2ea1efd66ffc011621a4a74e06005e23,just got back from the reel rock film show and officially views propname as the biggest badass ever,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,11/19/09 07:13 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1562,2ea1efd66ffc011621a4a74e06005e23,is applying for the peace corpsmasters international in civil engineering,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,11/20/09 01:41 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1563,2ea1efd66ffc011621a4a74e06005e23,you dont need no reason nor three peice suit to argue the truth,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,12/13/09 10:44 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1564,2ea1efd66ffc011621a4a74e06005e23,is overwhelmed by data and this is supposed to be quick easy lab barely even know where to start my lack of experience is kicking my ass,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,11/06/09 12:22 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1565,2ea1efd66ffc011621a4a74e06005e23,finally got her computer back in shape open office utorrent and skype now can actually make use of my computer again,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,12/26/09 08:53 PM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1566,2ea1efd66ffc011621a4a74e06005e23,roast wine family south park very happy propname,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,12/26/09 02:42 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1567,2ea1efd66ffc011621a4a74e06005e23,will not be going on the fall semester at sea voyage doctors orders have never been so devastated in my entire life,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,07/01/09 01:48 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1568,2ea1efd66ffc011621a4a74e06005e23,snow snow snow snow here come,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,12/28/09 01:35 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1569,2ea1efd66ffc011621a4a74e06005e23,got distracted in borders for over three hours today why did they have to put the rhyming dictionary next to the science section all wanted was the dictionary but ended up reading about things from string theory to the genetic destiny of the ychromosome apparently men are on the slow but certain path towards extinction for most of the afternoon,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,12/14/09 07:55 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1570,2ea1efd66ffc011621a4a74e06005e23,finished her stats paper and bought her ticket for brett dennen on the the world is wonderful again now am off to work for the next hours not so wonderful but oh well,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,12/01/09 01:07 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1571,2ea1efd66ffc011621a4a74e06005e23,is waging vendetta against ucsb parking services,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,01/09/10 12:12 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
1572,2ea1efd66ffc011621a4a74e06005e23,does anyone have malarone antimalaria med that they dont need,4.1,1.78,3.3,4.3,4.7,1,0,0,1,1,01/07/10 01:19 AM,947.0,442522.0,99.0,0.01,444948.0,0.5,0.03
